,token,symbol,name,expiry,strike,lotsize,instrumenttype,exch_seg,tick_size
3553,10246,782AS32-SG,782AS32,,-1.000000,100,,NSE,1.000000
3554,10227,MANORAMA-EQ,MANORAMA,,-1.000000,1,,NSE,10.000000
3555,10272,792TS45-SG,792TS45,,-1.000000,100,,NSE,1.000000
3556,5113,SGBJUL29IV-GB,SGBJUL29IV,,-1.000000,1,,NSE,1.000000
3557,10368,783MN32-SG,783MN32,,-1.000000,100,,NSE,1.000000
3558,5035,695MH31-SG,695MH31,,-1.000000,100,,NSE,1.000000
3559,10282,KAYA-BE,KAYA,,-1.000000,1,,NSE,5.000000
3560,5013,WALPAR-SM,WALPAR,,-1.000000,2000,,NSE,5.000000
3561,5168,SBIETFCON-EQ,SBIETFCON,,-1.000000,1,,NSE,1.000000
3562,5173,697TN31A-SG,697TN31A,,-1.000000,100,,NSE,1.000000
3563,10382,795TS35-SG,795TS35,,-1.000000,100,,NSE,1.000000
3564,10461,781HR32B-SG,781HR32B,,-1.000000,100,,NSE,1.000000
3565,5151,875PCHFL26-N8,875PCHFL26,,-1.000000,1,,NSE,1.000000
3566,10415,MUTHOOTCAP-EQ,MUTHOOTCAP,,-1.000000,1,,NSE,5.000000
3567,5220,BFSI-EQ,BFSI,,-1.000000,1,,NSE,1.000000
3568,10508,MOHEALTH-EQ,MOHEALTH,,-1.000000,1,,NSE,1.000000
3569,5229,698HR31-SG,698HR31,,-1.000000,100,,NSE,1.000000
3570,5217,IIFLZC28C-N6,IIFLZC28C,,-1.000000,1,,NSE,1.000000
3571,5258,INDUSINDBK-EQ,INDUSINDBK,,-1.000000,1,,NSE,5.000000
3572,10500,H1158D46DG-MF,H1158D46DG,,-1.000000,1,,NSE,1.000000
3573,10576,NIFTYBEES-EQ,NIFTYBEES,,-1.000000,1,,NSE,1.000000
3574,10551,789HP37-SG,789HP37,,-1.000000,100,,NSE,1.000000
3575,10555,782AP42-SG,782AP42,,-1.000000,100,,NSE,1.000000
3576,5467,638MH27-SG,638MH27,,-1.000000,100,,NSE,1.000000
3577,10588,SHREEPUSHK-EQ,SHREEPUSHK,,-1.000000,1,,NSE,5.000000
3578,5407,CARTRADE-EQ,CARTRADE,,-1.000000,1,,NSE,10.000000
3579,5319,SFMP48DD-MF,SFMP48DD,,-1.000000,1,,NSE,1.000000
3580,5544,708JK36-SG,708JK36,,-1.000000,100,,NSE,1.000000
3581,5557,688GA31-SG,688GA31,,-1.000000,100,,NSE,1.000000
3582,10648,773GJ32-SG,773GJ32,,-1.000000,100,,NSE,1.000000
3583,10652,777HR32-SG,777HR32,,-1.000000,100,,NSE,1.000000
3584,10647,774AP31-SG,774AP31,,-1.000000,100,,NSE,1.000000
3585,5570,702ML41-SG,702ML41,,-1.000000,100,,NSE,1.000000
3586,10638,777RJ32-SG,777RJ32,,-1.000000,100,,NSE,1.000000
3587,5528,KOTHARIPRO-EQ,KOTHARIPRO,,-1.000000,1,,NSE,1.000000
3588,10693,MOMENTUM-EQ,MOMENTUM,,-1.000000,1,,NSE,1.000000
3589,5678,691MH33-SG,691MH33,,-1.000000,100,,NSE,1.000000
3590,5606,INTLCONV-EQ,INTLCONV,,-1.000000,1,,NSE,1.000000
3591,10753,UNIONBANK-EQ,UNIONBANK,,-1.000000,1,,NSE,1.000000
3592,10768,OAL-EQ,OAL,,-1.000000,1,,NSE,5.000000
3593,10791,NUCLEUS-EQ,NUCLEUS,,-1.000000,1,,NSE,10.000000
3594,5667,BEWLTD-ST,BEWLTD,,-1.000000,500,,NSE,5.000000
3595,10847,771AP39-SG,771AP39,,-1.000000,100,,NSE,1.000000
3596,10841,HDFC1406RD-MF,HDFC1406RD,,-1.000000,1,,NSE,1.000000
3597,10843,HDFC1406RQ-MF,HDFC1406RQ,,-1.000000,1,,NSE,1.000000
3598,5851,BANKNIFTY1-EQ,BANKNIFTY1,,-1.000000,1,,NSE,1.000000
3599,5882,683GA31-SG,683GA31,,-1.000000,100,,NSE,1.000000
3600,5861,935SCL28-NV,935SCL28,,-1.000000,1,,NSE,1.000000
3601,1092,675KA34-SG,675KA34,,-1.000000,100,,NSE,1.000000
3602,10999,MARUTI-EQ,MARUTI,,-1.000000,1,,NSE,100.000000
3603,10879,SFMP64DD-MF,SFMP64DD,,-1.000000,1,,NSE,1.000000
3604,5957,BSLSENETFG-EQ,BSLSENETFG,,-1.000000,1,,NSE,1.000000
3605,5890,698JK36-SG,698JK36,,-1.000000,100,,NSE,1.000000
3606,5969,691AS31-SG,691AS31,,-1.000000,100,,NSE,1.000000
3607,5945,UWCSL-SM,UWCSL,,-1.000000,1000,,NSE,5.000000
3608,11160,756TS40-SG,756TS40,,-1.000000,100,,NSE,1.000000
3609,11039,DCMNVL-EQ,DCMNVL,,-1.000000,1,,NSE,1.000000
3610,6000,692UP31-SG,692UP31,,-1.000000,100,,NSE,1.000000
3611,605,655MH28-SG,655MH28,,-1.000000,100,,NSE,1.000000
3612,6018,ABSLAMC-EQ,ABSLAMC,,-1.000000,1,,NSE,5.000000
3613,6054,CYBERTECH-BE,CYBERTECH,,-1.000000,1,,NSE,1.000000
3614,11222,MAKS-ST,MAKS,,-1.000000,1500,,NSE,5.000000
3615,11198,ANNAPURNA-SM,ANNAPURNA,,-1.000000,250,,NSE,5.000000
3616,62,605AS25-SG,605AS25,,-1.000000,100,,NSE,1.000000
3617,6100,698RJ31-SG,698RJ31,,-1.000000,100,,NSE,1.000000
3618,6068,AIROLAM-EQ,AIROLAM,,-1.000000,1,,NSE,1.000000
3619,6216,CAMLINFINE-EQ,CAMLINFINE,,-1.000000,1,,NSE,1.000000
3620,11289,768UP32-SG,768UP32,,-1.000000,100,,NSE,1.000000
3621,11284,767HR32-SG,767HR32,,-1.000000,100,,NSE,1.000000
3622,11277,762MH30A-SG,762MH30A,,-1.000000,100,,NSE,1.000000
3623,1127,GHCL-EQ,GHCL,,-1.000000,1,,NSE,5.000000
3624,6317,663HR28-SG,663HR28,,-1.000000,100,,NSE,1.000000
3625,6304,609AS26-SG,609AS26,,-1.000000,100,,NSE,1.000000
3626,11309,BALAXI-EQ,BALAXI,,-1.000000,1,,NSE,1.000000
3627,11364,VAIBHAVGBL-EQ,VAIBHAVGBL,,-1.000000,1,,NSE,5.000000
3628,11343,AFFLE-EQ,AFFLE,,-1.000000,1,,NSE,10.000000
3629,11337,847SCL25-Z2,847SCL25,,-1.000000,1,,NSE,1.000000
3630,6355,SGBNOV26-GB,SGBNOV26,,-1.000000,1,,NSE,1.000000
3631,6318,695BR30-SG,695BR30,,-1.000000,100,,NSE,1.000000
3632,11424,77KL47-SG,77KL47,,-1.000000,100,,NSE,1.000000
3633,11373,BIOCON-EQ,BIOCON,,-1.000000,1,,NSE,5.000000
3634,6483,70GA31-SG,70GA31,,-1.000000,100,,NSE,1.000000
3635,6556,694AS31-SG,694AS31,,-1.000000,100,,NSE,1.000000
3636,6592,NIDAN-SM,NIDAN,,-1.000000,1000,,NSE,5.000000
3637,6744,693UP31A-SG,693UP31A,,-1.000000,100,,NSE,1.000000
3638,6696,699GS2051-GS,699GS2051,,-1.000000,1,,NSE,1.000000
3639,11445,PILANIINVS-EQ,PILANIINVS,,-1.000000,1,,NSE,10.000000
3640,11467,QMSMEDI-SM,QMSMEDI,,-1.000000,1000,,NSE,5.000000
3641,11547,HDFCLOWVOL-EQ,HDFCLOWVOL,,-1.000000,1,,NSE,1.000000
3642,6868,613GS2028-GS,613GS2028,,-1.000000,1,,NSE,1.000000
3643,6835,795GS2032-GS,795GS2032,,-1.000000,1,,NSE,1.000000
3644,6866,601GS2028-GS,601GS2028,,-1.000000,1,,NSE,1.000000
3645,6803,STEELCAS-EQ,STEELCAS,,-1.000000,1,,NSE,10.000000
3646,11562,HDFC1359RD-MF,HDFC1359RD,,-1.000000,1,,NSE,1.000000
3647,6921,828GS2027-GS,828GS2027,,-1.000000,1,,NSE,1.000000
3648,6878,686HP30-SG,686HP30,,-1.000000,100,,NSE,1.000000
3649,6944,GANECOS-EQ,GANECOS,,-1.000000,1,,NSE,10.000000
3650,6943,TARSONS-EQ,TARSONS,,-1.000000,1,,NSE,5.000000
3651,7045,683KA31A-SG,683KA31A,,-1.000000,100,,NSE,1.000000
3652,7041,687AS31A-SG,687AS31A,,-1.000000,100,,NSE,1.000000
3653,6973,DMCC-EQ,DMCC,,-1.000000,1,,NSE,5.000000
3654,7055,696TS45-SG,696TS45,,-1.000000,100,,NSE,1.000000
3655,7124,813GS2045-GS,813GS2045,,-1.000000,1,,NSE,1.000000
3656,7083,STARHEALTH-EQ,STARHEALTH,,-1.000000,1,,NSE,5.000000
3657,7154,685GA31C-SG,685GA31C,,-1.000000,100,,NSE,1.000000
3658,7159,689KA33-SG,689KA33,,-1.000000,100,,NSE,1.000000
3659,7145,ANANDRATHI-EQ,ANANDRATHI,,-1.000000,1,,NSE,10.000000
3660,715,HEUBACHIND-EQ,HEUBACHIND,,-1.000000,1,,NSE,5.000000
3661,7184,706GS2046-GS,706GS2046,,-1.000000,1,,NSE,1.000000
3662,7295,697AS31A-SG,697AS31A,,-1.000000,100,,NSE,1.000000
3663,7331,EUROBOND-SM,EUROBOND,,-1.000000,1000,,NSE,5.000000
3664,7429,HECPROJECT-BE,HECPROJECT,,-1.000000,1,,NSE,1.000000
3665,7411,NILASPACES-EQ,NILASPACES,,-1.000000,1,,NSE,1.000000
3666,7508,ZENTEC-EQ,ZENTEC,,-1.000000,1,,NSE,10.000000
3667,755929,364D160426-TB,364D160426,,-1.000000,100,,NSE,1.000000
3668,7536,714HP33-SG,714HP33,,-1.000000,100,,NSE,1.000000
3669,755952,80208ABC30-ND,80208ABC30,,-1.000000,1,,NSE,1.000000
3670,755871,771NIIF35-N0,771NIIF35,,-1.000000,1,,NSE,1.000000
3671,755998,1039UCL26-NE,1039UCL26,,-1.000000,1,,NSE,1.000000
3672,755955,812ABCL28-NG,812ABCL28,,-1.000000,1,,NSE,1.000000
3673,755957,81ABCL29-NI,81ABCL29,,-1.000000,1,,NSE,1.000000
3674,756033,815ANN29-N0,815ANN29,,-1.000000,1,,NSE,1.000000
3675,756066,91D240725-TB,91D240725,,-1.000000,100,,NSE,1.000000
3676,756064,675MH39-SG,675MH39,,-1.000000,100,,NSE,1.000000
3677,756062,676MH37-SG,676MH37,,-1.000000,100,,NSE,1.000000
3678,756071,803ABHFL35-N0,803ABHFL35,,-1.000000,1,,NSE,1.000000
3679,756140,IIFL210425-NW,IIFL210425,,-1.000000,1,,NSE,1.000000
3680,756173,9TIAPL28-N0,9TIAPL28,,-1.000000,1,,NSE,1.000000
3681,756175,765TML27-N0,765TML27,,-1.000000,1,,NSE,1.000000
3682,756179,765TML28-N0,765TML28,,-1.000000,1,,NSE,1.000000
3683,756813,67HR39-SG,67HR39,,-1.000000,100,,NSE,1.000000
3684,756817,685RJ51-SG,685RJ51,,-1.000000,100,,NSE,1.000000
3685,756716,832HHFL27A-N0,832HHFL27A,,-1.000000,1,,NSE,1.000000
3686,756338,TANKUP-ST,TANKUP,,-1.000000,1000,,NSE,5.000000
3687,756833,FUSIONPP-E1,FUSIONPP,,-1.000000,1,,NSE,1.000000
3688,756818,91D210825-TB,91D210825,,-1.000000,100,,NSE,1.000000
3689,756819,182D201125-TB,182D201125,,-1.000000,100,,NSE,1.000000
3690,756823,7123TCHF27-N0,7123TCHF27,,-1.000000,1,,NSE,1.000000
3691,756856,668GJ33-SG,668GJ33,,-1.000000,100,,NSE,1.000000
3692,756859,674AP37-SG,674AP37,,-1.000000,100,,NSE,1.000000
3693,756840,912PEL27-N0,912PEL27,,-1.000000,1,,NSE,1.000000
3694,756874,754GIL29-N0,754GIL29,,-1.000000,1,,NSE,1.000000
3695,756880,731SDIL40-N0,731SDIL40,,-1.000000,1,,NSE,1.000000
3696,756930,769TFSIL28-N0,769TFSIL28,,-1.000000,1,,NSE,1.000000
3697,756905,686NHPCL37-N0,686NHPCL37,,-1.000000,1,,NSE,1.000000
3698,756896,ARUNAYA-SM,ARUNAYA,,-1.000000,2000,,NSE,5.000000
3699,757117,686TS46-SG,686TS46,,-1.000000,100,,NSE,1.000000
3700,757115,683MN40-SG,683MN40,,-1.000000,100,,NSE,1.000000
3701,757009,MAHLIFE-RE-BE,MAHLIFE-RE,,-1.000000,1,,NSE,5.000000
3702,756947,665IRFC30-N0,665IRFC30,,-1.000000,1,,NSE,1.000000
3703,757142,EQUAL50-EQ,EQUAL50,,-1.000000,1,,NSE,1.000000
3704,757122,364D140526-TB,364D140526,,-1.000000,100,,NSE,1.000000
3705,757184,930APMD30-N0,930APMD30,,-1.000000,1,,NSE,1.000000
3706,757345,708JCL28-N0,708JCL28,,-1.000000,1,,NSE,1.000000
3707,757431,MOPSE-EQ,MOPSE,,-1.000000,1,,NSE,1.000000
3708,757403,364D040626-TB,364D040626,,-1.000000,100,,NSE,1.000000
3709,757397,694KL62-SG,694KL62,,-1.000000,100,,NSE,1.000000
3710,757404,857CIFL32-N0,857CIFL32,,-1.000000,1,,NSE,1.000000
3711,758171,724CANF28-N0,724CANF28,,-1.000000,1,,NSE,1.000000
3712,757896,715SHFL28-N0,715SHFL28,,-1.000000,1,,NSE,1.000000
3713,757479,SCODATUBES-BE,SCODATUBES,,-1.000000,1,,NSE,1.000000
3714,757919,BORANA-EQ,BORANA,,-1.000000,1,,NSE,1.000000
3715,7668,843IHFL29-NC,843IHFL29,,-1.000000,1,,NSE,1.000000
3716,758185,BLUEWATER-ST,BLUEWATER,,-1.000000,1000,,NSE,5.000000
3717,7709,712UP32-SG,712UP32,,-1.000000,100,,NSE,1.000000
3718,7707,722KA35-SG,722KA35,,-1.000000,100,,NSE,1.000000
3719,776,656MH30-SG,656MH30,,-1.000000,100,,NSE,1.000000
3720,7780,BCONCEPTS-EQ,BCONCEPTS,,-1.000000,1,,NSE,5.000000
3721,7812,704TN30-SG,704TN30,,-1.000000,100,,NSE,1.000000
3722,7816,731KA35-SG,731KA35,,-1.000000,100,,NSE,1.000000
3723,7797,UNIINFO-BE,UNIINFO,,-1.000000,1,,NSE,1.000000
3724,7787,ABCOTS-SM,ABCOTS,,-1.000000,250,,NSE,5.000000
3725,7844,AUTOIETF-EQ,AUTOIETF,,-1.000000,1,,NSE,1.000000
3726,7879,SGBJAN30IX-GB,SGBJAN30IX,,-1.000000,1,,NSE,1.000000
3727,7897,727AR32-SG,727AR32,,-1.000000,100,,NSE,1.000000
3728,7851,RAMCOSYS-EQ,RAMCOSYS,,-1.000000,1,,NSE,5.000000
3729,7905,728UP32-SG,728UP32,,-1.000000,100,,NSE,1.000000
3730,7911,748WB37-SG,748WB37,,-1.000000,100,,NSE,1.000000
3731,7921,ATLASCYCLE-BE,ATLASCYCLE,,-1.000000,1,,NSE,1.000000
3732,7942,SILVERIETF-EQ,SILVERIETF,,-1.000000,1,,NSE,1.000000
3733,8077,MIDCAP-EQ,MIDCAP,,-1.000000,1,,NSE,1.000000
3734,81,BETA-SM,BETA,,-1.000000,105,,NSE,5.000000
3735,811,DCMSHRIRAM-EQ,DCMSHRIRAM,,-1.000000,1,,NSE,10.000000
3736,809,BSHSL-EQ,BSHSL,,-1.000000,1,,NSE,1.000000
3737,8134,704TN30A-SG,704TN30A,,-1.000000,100,,NSE,1.000000
3738,8189,706GJ32-SG,706GJ32,,-1.000000,100,,NSE,1.000000
3739,8137,730KA32-SG,730KA32,,-1.000000,100,,NSE,1.000000
3740,8298,713BR32-SG,713BR32,,-1.000000,100,,NSE,1.000000
3741,8311,BLUESTARCO-EQ,BLUESTARCO,,-1.000000,1,,NSE,10.000000
3742,8212,RICHA-ST,RICHA,,-1.000000,1000,,NSE,5.000000
3743,8358,735PY33-SG,735PY33,,-1.000000,100,,NSE,1.000000
3744,8366,731AP42-SG,731AP42,,-1.000000,100,,NSE,1.000000
3745,8400,CALSOFT-BE,CALSOFT,,-1.000000,1,,NSE,1.000000
3746,8428,RAJRILTD-BE,RAJRILTD,,-1.000000,1,,NSE,1.000000
3747,8445,H1861D46DG-MF,H1861D46DG,,-1.000000,1,,NSE,1.000000
3748,8442,H1861D46DD-MF,H1861D46DD,,-1.000000,1,,NSE,1.000000
3749,8584,74WB38-SG,74WB38,,-1.000000,100,,NSE,1.000000
3750,8493,724SK32-SG,724SK32,,-1.000000,100,,NSE,1.000000
3751,8496,739JK37-SG,739JK37,,-1.000000,100,,NSE,1.000000
3752,8574,724RJ32B-SG,724RJ32B,,-1.000000,100,,NSE,1.000000
3753,8699,735SK32-SG,735SK32,,-1.000000,100,,NSE,1.000000
3754,8587,743TN47-SG,743TN47,,-1.000000,100,,NSE,1.000000
3755,8686,731KL32-SG,731KL32,,-1.000000,100,,NSE,1.000000
3756,8671,KRISHIVAL-SM,KRISHIVAL,,-1.000000,500,,NSE,5.000000
3757,8893,UNITECH-BZ,UNITECH,,-1.000000,1,,NSE,1.000000
3758,8784,KABRAEXTRU-BE,KABRAEXTRU,,-1.000000,1,,NSE,5.000000
3759,9099,748PN42-SG,748PN42,,-1.000000,100,,NSE,1.000000
3760,8954,TTML-EQ,TTML,,-1.000000,1,,NSE,1.000000
3761,916,EIDPARRY-EQ,EIDPARRY,,-1.000000,1,,NSE,5.000000
3762,9300,IFBAGRO-BE,IFBAGRO,,-1.000000,1,,NSE,5.000000
3763,9277,889SCL27-YT,889SCL27,,-1.000000,1,,NSE,1.000000
3764,926,ORCHPHARMA-EQ,ORCHPHARMA,,-1.000000,1,,NSE,5.000000
3765,9422,SILVERTUC-EQ,SILVERTUC,,-1.000000,1,,NSE,5.000000
3766,9384,CREATIVEYE-EQ,CREATIVEYE,,-1.000000,1,,NSE,1.000000
3767,969,675RJ30-SG,675RJ30,,-1.000000,100,,NSE,1.000000
3768,9553,PRUDENT-EQ,PRUDENT,,-1.000000,1,,NSE,10.000000
3769,9522,SFMP1GR-MF,SFMP1GR,,-1.000000,1,,NSE,1.000000
3770,9719,773WB32-SG,773WB32,,-1.000000,100,,NSE,1.000000
3771,9780,781HR32-SG,781HR32,,-1.000000,100,,NSE,1.000000
3772,9722,770MH32-SG,770MH32,,-1.000000,100,,NSE,1.000000
3773,9768,GSTL-ST,GSTL,,-1.000000,1000,,NSE,5.000000
3774,9826,803AP35-SG,803AP35,,-1.000000,100,,NSE,1.000000
3775,9829,SAMBHAAV-BE,SAMBHAAV,,-1.000000,1,,NSE,1.000000
3776,9810,AETHER-EQ,AETHER,,-1.000000,1,,NSE,5.000000
3777,9819,HAVELLS-EQ,HAVELLS,,-1.000000,1,,NSE,10.000000
3778,9847,NV20BEES-EQ,NV20BEES,,-1.000000,1,,NSE,1.000000
3779,9834,799TN42-SG,799TN42,,-1.000000,100,,NSE,1.000000
3780,988,648MZ30-SG,648MZ30,,-1.000000,100,,NSE,1.000000
3781,9907,763GS2059-GS,763GS2059,,-1.000000,1,,NSE,1.000000
3782,9943,785RJ37-SG,785RJ37,,-1.000000,100,,NSE,1.000000
3783,9921,ALANKIT-EQ,ALANKIT,,-1.000000,1,,NSE,1.000000
3784,10,ABAN-EQ,ABAN,,-1.000000,1,,NSE,1.000000
3785,10198,785MP32-SG,785MP32,,-1.000000,100,,NSE,1.000000
3786,10261,SGBJUN27-GB,SGBJUN27,,-1.000000,1,,NSE,1.000000
3787,10233,765GJ29-SG,765GJ29,,-1.000000,100,,NSE,1.000000
3788,1038,FINCABLES-EQ,FINCABLES,,-1.000000,1,,NSE,5.000000
3789,10471,804AP37-SG,804AP37,,-1.000000,100,,NSE,1.000000
3790,10406,STEELCITY-EQ,STEELCITY,,-1.000000,1,,NSE,1.000000
3791,10457,ARVSMART-EQ,ARVSMART,,-1.000000,1,,NSE,5.000000
3792,10526,757HP31-SG,757HP31,,-1.000000,100,,NSE,1.000000
3793,10525,782RJ44-SG,782RJ44,,-1.000000,100,,NSE,1.000000
3794,10543,765RJ32-SG,765RJ32,,-1.000000,100,,NSE,1.000000
3795,10529,765BR32-SG,765BR32,,-1.000000,100,,NSE,1.000000
3796,10585,MOM30IETF-EQ,MOM30IETF,,-1.000000,1,,NSE,1.000000
3797,10619,HDFCNEXT50-EQ,HDFCNEXT50,,-1.000000,1,,NSE,1.000000
3798,10553,789WB37-SG,789WB37,,-1.000000,100,,NSE,1.000000
3799,10633,HDFCNIF100-EQ,HDFCNIF100,,-1.000000,1,,NSE,1.000000
3800,10644,793TN42-SG,793TN42,,-1.000000,100,,NSE,1.000000
3801,10700,SURANAT&P-EQ,SURANAT&P,,-1.000000,1,,NSE,1.000000
3802,10782,775PN42-SG,775PN42,,-1.000000,100,,NSE,1.000000
3803,10737,711NTPC25A-N8,711NTPC25A,,-1.000000,1,,NSE,1.000000
3804,10831,MOVALUINAV-EQ,MOVALUINAV,,-1.000000,1,,NSE,1.000000
3805,10852,761TN32-SG,761TN32,,-1.000000,100,,NSE,1.000000
3806,10865,GVPTECH-EQ,GVPTECH,,-1.000000,1,,NSE,1.000000
3807,10898,AMEYA-SM,AMEYA,,-1.000000,1000,,NSE,5.000000
3808,10871,GRMOVER-EQ,GRMOVER,,-1.000000,1,,NSE,5.000000
3809,10880,SFMP64DR-MF,SFMP64DR,,-1.000000,1,,NSE,1.000000
3810,10902,745TS30-SG,745TS30,,-1.000000,100,,NSE,1.000000
3811,10923,753BR32-SG,753BR32,,-1.000000,100,,NSE,1.000000
3812,10912,758GA37-SG,758GA37,,-1.000000,100,,NSE,1.000000
3813,1090,684MZ34-SG,684MZ34,,-1.000000,100,,NSE,1.000000
3814,10955,745HR32-SG,745HR32,,-1.000000,100,,NSE,1.000000
3815,10961,75HP37-SG,75HP37,,-1.000000,100,,NSE,1.000000
3816,1095,679MP40-SG,679MP40,,-1.000000,100,,NSE,1.000000
3817,10945,TMB-EQ,TMB,,-1.000000,1,,NSE,5.000000
3818,10966,745SK32-SG,745SK32,,-1.000000,100,,NSE,1.000000
3819,10963,745AP42-SG,745AP42,,-1.000000,100,,NSE,1.000000
3820,11065,NATHBIOGEN-EQ,NATHBIOGEN,,-1.000000,1,,NSE,1.000000
3821,11230,1050UCL25-N7,1050UCL25,,-1.000000,1,,NSE,1.000000
3822,11223,UCOBANK-EQ,UCOBANK,,-1.000000,1,,NSE,1.000000
3823,11214,NOIDATOLL-BE,NOIDATOLL,,-1.000000,1,,NSE,1.000000
3824,11211,KANDARP-ST,KANDARP,,-1.000000,2000,,NSE,5.000000
3825,11260,HDFCVALUE-EQ,HDFCVALUE,,-1.000000,1,,NSE,1.000000
3826,11299,76AP28-SG,76AP28,,-1.000000,100,,NSE,1.000000
3827,11413,783TS35-SG,783TS35,,-1.000000,100,,NSE,1.000000
3828,11325,MUKANDLTD-EQ,MUKANDLTD,,-1.000000,1,,NSE,1.000000
3829,11417,774AP42-SG,774AP42,,-1.000000,100,,NSE,1.000000
3830,11471,EXCELINDUS-EQ,EXCELINDUS,,-1.000000,1,,NSE,10.000000
3831,11491,APARINDS-EQ,APARINDS,,-1.000000,1,,NSE,50.000000
3832,11483,LT-EQ,LT,,-1.000000,1,,NSE,10.000000
3833,11538,HDFCMOMENT-EQ,HDFCMOMENT,,-1.000000,1,,NSE,1.000000
3834,11604,777JK37-SG,777JK37,,-1.000000,100,,NSE,1.000000
3835,11514,785AP40-SG,785AP40,,-1.000000,100,,NSE,1.000000
3836,11515,785PN42-SG,785PN42,,-1.000000,100,,NSE,1.000000
3837,11675,763ML25-SG,763ML25,,-1.000000,100,,NSE,1.000000
3838,1165,66PN30-SG,66PN30,,-1.000000,100,,NSE,1.000000
3839,11678,778MH30-SG,778MH30,,-1.000000,100,,NSE,1.000000
3840,11677,INDOCO-EQ,INDOCO,,-1.000000,1,,NSE,5.000000
3841,10046,757GS2033-GS,757GS2033,,-1.000000,1,,NSE,1.000000
3842,10232,SGBJUN30-GB,SGBJUN30,,-1.000000,1,,NSE,1.000000
3843,10293,KCK-SM,KCK,,-1.000000,2500,,NSE,5.000000
3844,10459,777GJ32-SG,777GJ32,,-1.000000,100,,NSE,1.000000
3845,104,SHAREINDIA-EQ,SHAREINDIA,,-1.000000,1,,NSE,1.000000
3846,10311,MWL-SM,MWL,,-1.000000,1200,,NSE,5.000000
3847,1053,UFLEX-EQ,UFLEX,,-1.000000,1,,NSE,5.000000
3848,10485,RAMRAT-EQ,RAMRAT,,-1.000000,1,,NSE,5.000000
3849,10505,H1158D46RG-MF,H1158D46RG,,-1.000000,1,,NSE,1.000000
3850,10578,MPSLTD-EQ,MPSLTD,,-1.000000,1,,NSE,10.000000
3851,10544,764TN32-SG,764TN32,,-1.000000,100,,NSE,1.000000
3852,10571,RAMAPHO-BE,RAMAPHO,,-1.000000,1,,NSE,1.000000
3853,10577,KRBL-EQ,KRBL,,-1.000000,1,,NSE,5.000000
3854,10639,797AP36-SG,797AP36,,-1.000000,100,,NSE,1.000000
3855,10646,754AS28-SG,754AS28,,-1.000000,100,,NSE,1.000000
3856,10676,MNC-EQ,MNC,,-1.000000,1,,NSE,1.000000
3857,10690,NIFTYQLITY-EQ,NIFTYQLITY,,-1.000000,1,,NSE,1.000000
3858,10721,765BR32A-SG,765BR32A,,-1.000000,100,,NSE,1.000000
3859,10661,PONNIERODE-EQ,PONNIERODE,,-1.000000,1,,NSE,5.000000
3860,1074,655GA30-SG,655GA30,,-1.000000,100,,NSE,1.000000
3861,10746,736NTPC25D-NB,736NTPC25D,,-1.000000,1,,NSE,1.000000
3862,10733,SPORTKING-EQ,SPORTKING,,-1.000000,1,,NSE,1.000000
3863,10836,SEYAIND-BE,SEYAIND,,-1.000000,1,,NSE,1.000000
3864,10770,AHIMSA-ST,AHIMSA,,-1.000000,3000,,NSE,5.000000
3865,10855,753HR30-SG,753HR30,,-1.000000,100,,NSE,1.000000
3866,10859,DREAMFOLKS-EQ,DREAMFOLKS,,-1.000000,1,,NSE,5.000000
3867,10842,HDFC1406RG-MF,HDFC1406RG,,-1.000000,1,,NSE,1.000000
3868,10881,SFMP64GD-MF,SFMP64GD,,-1.000000,1,,NSE,1.000000
3869,10906,753AS32-SG,753AS32,,-1.000000,100,,NSE,1.000000
3870,11095,755AS32-SG,755AS32,,-1.000000,100,,NSE,1.000000
3871,11062,SECURKLOUD-BE,SECURKLOUD,,-1.000000,1,,NSE,1.000000
3872,11154,SGBJUL27-GB,SGBJUL27,,-1.000000,1,,NSE,1.000000
3873,11165,COFFEEDAY-EQ,COFFEEDAY,,-1.000000,1,,NSE,1.000000
3874,11283,769GA32-SG,769GA32,,-1.000000,100,,NSE,1.000000
3875,11220,VARDHACRLC-EQ,VARDHACRLC,,-1.000000,1,,NSE,1.000000
3876,11262,IGL-EQ,IGL,,-1.000000,1,,NSE,1.000000
3877,11294,778MZ37-SG,778MZ37,,-1.000000,100,,NSE,1.000000
3878,11288,765RJ32A-SG,765RJ32A,,-1.000000,100,,NSE,1.000000
3879,11292,769KL40-SG,769KL40,,-1.000000,100,,NSE,1.000000
3880,11293,UNIENTER-EQ,UNIENTER,,-1.000000,1,,NSE,1.000000
3881,1134,APOLLO-EQ,APOLLO,,-1.000000,1,,NSE,1.000000
3882,11355,PTC-EQ,PTC,,-1.000000,1,,NSE,1.000000
3883,11361,915SCL27-Z7,915SCL27,,-1.000000,1,,NSE,1.000000
3884,11386,PVTBANIETF-EQ,PVTBANIETF,,-1.000000,1,,NSE,1.000000
3885,11390,776MH30-SG,776MH30,,-1.000000,100,,NSE,1.000000
3886,11387,UMANGDAIRY-EQ,UMANGDAIRY,,-1.000000,1,,NSE,1.000000
3887,11374,TIPSFILMS-EQ,TIPSFILMS,,-1.000000,1,,NSE,5.000000
3888,11400,775GJ32-SG,775GJ32,,-1.000000,100,,NSE,1.000000
3889,11401,778MZ32-SG,778MZ32,,-1.000000,100,,NSE,1.000000
